channel,icbp_customer,fisc_yr_pd,bu,Sku,velocity,ea_cs,ea_gr,si_kg
MODERNO,CI,2020011,CEREAL,20015.0,C-Regular,24.0,330.0083333333333,689.0680000000001
MODERNO,CI,2020011,CEREAL,20016.0,B-Regular,24.0,569.9958333333334,3844.076999999999
MODERNO,CI,2020011,CEREAL,20031.0,C-Regular,28.0,464.9964285714285,351.55699999999985
MODERNO,CI,2020011,CEREAL,20043.0,B-Regular,20.0,775.01,3348.0780000000013
MODERNO,CI,2020011,CEREAL,20045.0,A,16.0,500.0,101737.15299999999
MODERNO,CI,2020011,CEREAL,20073.0,A,21.0,299.9952380952381,1826.983
MODERNO,CI,2020011,CEREAL,20076.0,A,21.0,420.0047619047619,17534.488999999998
MODERNO,CI,2020011,CEREAL,20085.0,C-Regular,24.0,309.9916666666667,7.438999999999992
MODERNO,CI,2020011,CEREAL,20089.0,B-Regular,24.0,370.00000000000006,1349.7450000000013
MODERNO,CI,2020011,CEREAL,20094.0,X,24.0,260.00416666666666,0.0
MODERNO,CI,2020011,CEREAL,20111.0,C-Regular,24.0,424.9958333333333,826.2010000000001
MODERNO,CI,2020011,CEREAL,20112.0,C-Regular,24.0,409.99166666666673,1111.9080000000004
MODERNO,CI,2020011,CEREAL,20135.0,C-Regular,24.0,340.00416666666666,1803.4059999999974
MODERNO,CI,2020011,CEREAL,20138.0,C-Regular,24.0,399.99166666666673,57.59600000000032
MODERNO,CI,2020011,CEREAL,20141.0,C-Regular,21.0,559.9904761904761,3821.974
MODERNO,CI,2020011,CEREAL,20156.0,A,27.0,585.0,9322.499
MODERNO,CI,2020011,CEREAL,20177.0,C-Regular,24.0,379.9958333333333,1842.228
MODERNO,CI,2020011,OTHERS,10820.0,A,27.0,253.00370370370374,136.623
MODERNO,CI,2020011,OTHERS,10821.0,A,27.0,253.00370370370374,102.46600000000001
MODERNO,CI,2020011,SALTY,80000.0,A,14.0,136.9857142857143,1128.371
MODERNO,CI,2020011,SALTY,80007.0,A,14.0,136.9857142857143,1010.3349999999999
MODERNO,CI,2020011,SALTY,80014.0,A,14.0,136.51785714285714,1065.451
MODERNO,CI,2020011,SALTY,80024.0,A,12.0,37.00833333333333,459.60600000000005
MODERNO,CI,2020011,SALTY,80025.0,B-Regular,12.0,39.99166666666667,7.670999999999998
MODERNO,CI,2020011,SALTY,80026.0,A,12.0,39.99166666666667,423.27400000000017
MODERNO,CI,2020011,SALTY,80031.0,A,12.0,67.01666666666667,221.959
MODERNO,CI,2020011,SALTY,80032.0,A,12.0,70.98333333333333,254.699
MODERNO,CI,2020011,SALTY,80033.0,A,12.0,70.98333333333333,193.368
MODERNO,CI,2020011,SALTY,80055.0,B-Regular,100.0,136.9875,0.0
MODERNO,CI,2020011,SALTY,80057.0,C-Regular,8.0,111.975,0.0
MODERNO,CI,2020011,SALTY,80092.0,X,14.0,208.9307692307692,0.0
MODERNO,CI,2020011,SALTY,80093.0,X,14.0,202.85,0.0
MODERNO,CI,2020011,SALTY,80094.0,X,14.0,202.85,0.0
MODERNO,CI,2020011,W SNACKS,11838.0,A,12.0,384.0,350.3840000000001
MODERNO,CI,2020011,W SNACKS,11847.0,A,12.0,384.0,414.70800000000014
MODERNO,CI,2020011,W SNACKS,11853.0,A,12.0,384.0,494.56100000000015
MODERNO,CI,2020011,W SNACKS,11916.0,A,12.0,384.0,460.77099999999996
MODERNO,CI,2020011,W SNACKS,12132.0,A,12.0,384.0,245.365
MODERNO,CI,2020011,W SNACKS,12133.0,A,12.0,384.0,382.45900000000006
MODERNO,CI,2020011,W SNACKS,60000.0,A,240.0,19.0,497.0360000000002
MODERNO,CI,2020011,W SNACKS,60015.0,A,140.0,71.99875000000002,583.2119999999999
MODERNO,CI,2020011,W SNACKS,60020.0,C-Regular,48.0,147.98333333333332,69.24199999999999
MODERNO,CI,2020011,W SNACKS,60024.0,B-Regular,12.0,221.99166666666667,364.96699999999987
MODERNO,CI,2020011,W SNACKS,60035.0,B-Regular,72.0,36.99861111111111,370.293
MODERNO,CI,2020011,W SNACKS,60039.0,B-Regular,240.0,20.999583333333334,629.996
MODERNO,CI,2020011,W SNACKS,60057.0,B-Regular,60.0,20.003333333333327,306.033
MODERNO,CI,2020011,W SNACKS,60058.0,C-Regular,60.0,100.01666666666664,315.645
MODERNO,CI,2020011,W SNACKS,60059.0,A,80.0,49.498333333333335,715.4240000000002
MODERNO,CI,2020011,W SNACKS,60063.0,C-Regular,12.0,110.0,88.43900000000002
MODERNO,CI,2020011,W SNACKS,60065.0,B-Regular,12.0,110.0,246.83499999999995
MODERNO,CI,2020011,W SNACKS,65000.0,A,120.0,39.99916666666667,811.202
MODERNO,CI,2020011,W SNACKS,65002.0,A,120.0,37.00166666666667,879.1579999999997
MODERNO,CI,2020011,W SNACKS,65004.0,A,120.0,37.00166666666667,648.2570000000002
MODERNO,CI,2020011,W SNACKS,65005.0,A,120.0,39.99916666666667,892.811
MODERNO,CI,2020011,W SNACKS,65006.0,A,60.0,32.99833333333333,582.072
MODERNO,CI,2020011,W SNACKS,65007.0,A,60.0,32.99833333333333,530.595
MODERNO,CI,2020011,W SNACKS,65008.0,C-Regular,112.0,16.070535714285715,388.75700000000006
MODERNO,CI,2020011,W SNACKS,65013.0,A,240.0,24.000833333333336,610.5700000000003
MODERNO,CI,2020011,W SNACKS,65016.0,A,84.0,21.99861111111111,392.828
MODERNO,CI,2020011,W SNACKS,65018.0,A,78.0,91.99652777777779,437.19899999999984
MODERNO,CI,2020011,W SNACKS,65020.0,A,12.0,107.99166666666666,463.93800000000016
MODERNO,CI,2020011,W SNACKS,65021.0,A,12.0,107.99166666666666,312.306
MODERNO,CI,2020011,W SNACKS,65022.0,C-Regular,60.0,40.0,115.202
MODERNO,CI,2020012,CEREAL,10012.0,B-Regular,24.0,299.99583333333334,6256.7530000000015
MODERNO,CI,2020012,CEREAL,10015.0,A,21.0,490.00952380952384,13048.101
MODERNO,CI,2020012,CEREAL,10018.0,A,16.0,710.0125,61068.828
MODERNO,CI,2020012,CEREAL,10214.0,B-Regular,28.0,290.00714285714287,4368.723000000001
MODERNO,CI,2020012,CEREAL,10218.0,A,24.0,620.0041666666667,41989.162000000004
MODERNO,CI,2020012,CEREAL,10233.0,A,21.0,450.00476190476195,7909.855
MODERNO,CI,2020012,CEREAL,10250.0,B-Regular,24.0,469.9958333333333,2165.766
MODERNO,CI,2020012,CEREAL,10302.0,B-Regular,28.0,260.0071428571428,3035.8589999999995
MODERNO,CI,2020012,CEREAL,10304.0,A,24.0,700.0083333333333,10012.996
MODERNO,CI,2020012,CEREAL,10408.0,A,24.0,489.99166666666673,5809.413000000001
MODERNO,CI,2020012,CEREAL,10509.0,A,24.0,414.99270833333344,9210.126
MODERNO,CI,2020012,CEREAL,10601.0,B-Regular,24.0,340.00416666666666,1444.359
MODERNO,CI,2020012,CEREAL,10700.0,C-Regular,104.0,29.99807692307693,0.0
MODERNO,CI,2020012,CEREAL,10707.0,C-Regular,104.0,35.00096153846154,0.0
MODERNO,CI,2020012,CEREAL,10713.0,B-Regular,12.0,310.8250000000001,6270.004000000001
MODERNO,CI,2020012,CEREAL,10837.0,C-Regular,52.0,159.99615384615387,366.07800000000003
MODERNO,CI,2020012,CEREAL,10838.0,C-Regular,36.0,349.9972222222222,3099.600000000001
MODERNO,CI,2020012,CEREAL,20002.0,B-Regular,21.0,490.00952380952384,5968.366000000001
MODERNO,CI,2020012,CEREAL,20003.0,C-Regular,28.0,285.00357142857143,1021.458
MODERNO,CI,2020012,CEREAL,20015.0,C-Regular,24.0,330.0083333333333,1280.4460000000001
MODERNO,CI,2020012,CEREAL,20016.0,B-Regular,24.0,569.9958333333334,7551.374
MODERNO,CI,2020012,CEREAL,20031.0,C-Regular,28.0,464.9964285714285,299.46
MODERNO,CI,2020012,CEREAL,20043.0,B-Regular,20.0,775.01,5270.119000000001
MODERNO,CI,2020012,CEREAL,20045.0,A,16.0,500.0,55056.61200000001
MODERNO,CI,2020012,CEREAL,20073.0,A,21.0,299.9952380952381,10861.211000000001
MODERNO,CI,2020012,CEREAL,20076.0,A,21.0,420.0047619047619,28921.402
MODERNO,CI,2020012,CEREAL,20085.0,C-Regular,24.0,309.9916666666667,3831.549
MODERNO,CI,2020012,CEREAL,20089.0,B-Regular,24.0,370.00000000000006,12050.249
MODERNO,CI,2020012,CEREAL,20094.0,X,24.0,260.00416666666666,0.0
MODERNO,CI,2020012,CEREAL,20111.0,C-Regular,24.0,424.9958333333333,744.6009999999999
MODERNO,CI,2020012,CEREAL,20112.0,C-Regular,24.0,409.99166666666673,2273.015
MODERNO,CI,2020012,CEREAL,20135.0,C-Regular,24.0,340.00416666666666,1583.083
MODERNO,CI,2020012,CEREAL,20138.0,C-Regular,24.0,399.99166666666673,5817.564
MODERNO,CI,2020012,CEREAL,20141.0,C-Regular,21.0,559.9904761904761,3845.5029999999997
MODERNO,CI,2020012,CEREAL,20156.0,A,24.0,549.9999999999999,18150.106
MODERNO,CI,2020012,CEREAL,20177.0,C-Regular,24.0,379.9958333333333,300.9600000000001
MODERNO,CI,2020012,OTHERS,10820.0,A,27.0,253.00370370370374,129.791
MODERNO,CI,2020012,OTHERS,10821.0,A,27.0,253.00370370370374,259.58299999999997
MODERNO,CI,2020012,SALTY,80000.0,A,14.0,136.9857142857143,873.1630000000001
MODERNO,CI,2020012,SALTY,80007.0,A,14.0,136.9857142857143,777.691
MODERNO,CI,2020012,SALTY,80014.0,A,14.0,136.51785714285714,662.6030000000001
MODERNO,CI,2020012,SALTY,80024.0,A,12.0,37.00833333333333,292.198
MODERNO,CI,2020012,SALTY,80025.0,B-Regular,12.0,39.99166666666667,0.0
MODERNO,CI,2020012,SALTY,80026.0,A,12.0,39.99166666666667,263.94599999999997
MODERNO,CI,2020012,SALTY,80031.0,A,12.0,67.01666666666667,357.077
MODERNO,CI,2020012,SALTY,80032.0,A,12.0,70.98333333333333,369.705
MODERNO,CI,2020012,SALTY,80033.0,A,12.0,70.98333333333333,281.966
MODERNO,CI,2020012,SALTY,80055.0,B-Regular,100.0,136.9875,0.0
MODERNO,CI,2020012,SALTY,80057.0,C-Regular,8.0,111.975,0.0
MODERNO,CI,2020012,SALTY,80092.0,X,14.0,208.9307692307692,0.0
MODERNO,CI,2020012,SALTY,80093.0,X,14.0,202.85,0.0
MODERNO,CI,2020012,SALTY,80094.0,X,14.0,202.85,0.0
MODERNO,CI,2020012,W SNACKS,11838.0,A,12.0,384.0,455.42699999999996
MODERNO,CI,2020012,W SNACKS,11847.0,A,12.0,384.0,562.184
MODERNO,CI,2020012,W SNACKS,11853.0,A,12.0,384.0,331.0130000000001
MODERNO,CI,2020012,W SNACKS,11916.0,A,12.0,384.0,373.25300000000004
MODERNO,CI,2020012,W SNACKS,12132.0,A,12.0,384.0,210.04900000000004
MODERNO,CI,2020012,W SNACKS,12133.0,A,12.0,384.0,349.741
MODERNO,CI,2020012,W SNACKS,60000.0,A,240.0,19.0,0.0
MODERNO,CI,2020012,W SNACKS,60015.0,A,140.0,71.99875000000002,237.60700000000003
MODERNO,CI,2020012,W SNACKS,60020.0,C-Regular,48.0,147.98333333333332,51.498000000000005
MODERNO,CI,2020012,W SNACKS,60024.0,B-Regular,12.0,221.99166666666667,271.72700000000003
MODERNO,CI,2020012,W SNACKS,60035.0,B-Regular,72.0,36.99861111111111,314.346
MODERNO,CI,2020012,W SNACKS,60039.0,B-Regular,240.0,20.999583333333334,277.20300000000003
MODERNO,CI,2020012,W SNACKS,60057.0,B-Regular,60.0,20.003333333333327,294.04900000000004
MODERNO,CI,2020012,W SNACKS,60058.0,C-Regular,60.0,100.01666666666664,150.02099999999996
MODERNO,CI,2020012,W SNACKS,60059.0,A,80.0,49.498333333333335,580.786
MODERNO,CI,2020012,W SNACKS,60063.0,C-Regular,12.0,110.0,73.918
MODERNO,CI,2020012,W SNACKS,60065.0,B-Regular,12.0,110.0,149.159
MODERNO,CI,2020012,W SNACKS,65000.0,A,120.0,39.99916666666667,547.203
MODERNO,CI,2020012,W SNACKS,65002.0,A,120.0,37.00166666666667,479.54600000000005
MODERNO,CI,2020012,W SNACKS,65004.0,A,120.0,37.00166666666667,372.97899999999987
MODERNO,CI,2020012,W SNACKS,65005.0,A,120.0,39.99916666666667,374.401
MODERNO,CI,2020012,W SNACKS,65006.0,A,60.0,32.99833333333333,405.884
MODERNO,CI,2020012,W SNACKS,65007.0,A,60.0,32.99833333333333,500.92199999999997
MODERNO,CI,2020012,W SNACKS,65008.0,C-Regular,112.0,16.070535714285715,305.98
MODERNO,CI,2020012,W SNACKS,65013.0,A,240.0,24.000833333333336,288.0060000000001
MODERNO,CI,2020012,W SNACKS,65016.0,A,84.0,21.99861111111111,380.154
MODERNO,CI,2020012,W SNACKS,65018.0,A,78.0,91.99652777777779,505.10400000000004
MODERNO,CI,2020012,W SNACKS,65020.0,A,12.0,107.99166666666666,344.721
MODERNO,CI,2020012,W SNACKS,65021.0,A,12.0,107.99166666666666,329.1670000000001
MODERNO,CI,2020012,W SNACKS,65022.0,C-Regular,60.0,40.0,50.4
MODERNO,CI,2021001,CEREAL,10012.0,B-Regular,24.0,299.99583333333334,8431.134999999998
MODERNO,CI,2021001,CEREAL,10015.0,A,21.0,490.00952380952384,13459.706000000002
MODERNO,CI,2021001,CEREAL,10018.0,A,16.0,710.0125,192398.637
MODERNO,CI,2021001,CEREAL,10068.0,C-Regular,21.0,299.9952380952381,5008.505999999999
MODERNO,CI,2021001,CEREAL,10214.0,B-Regular,28.0,290.00714285714287,8258.344000000001
MODERNO,CI,2021001,CEREAL,10218.0,A,24.0,620.0041666666667,63270.807
MODERNO,CI,2021001,CEREAL,10233.0,A,21.0,450.00476190476195,10933.935
MODERNO,CI,2021001,CEREAL,10250.0,B-Regular,24.0,469.9958333333333,8268.271999999999
MODERNO,CI,2021001,CEREAL,10302.0,B-Regular,28.0,260.0071428571428,4659.35
MODERNO,CI,2021001,CEREAL,10304.0,A,24.0,700.0083333333333,15137.087
MODERNO,CI,2021001,CEREAL,10408.0,A,24.0,489.99166666666673,8302.527
MODERNO,CI,2021001,CEREAL,10509.0,A,24.0,409.99166666666673,19827.36
MODERNO,CI,2021001,CEREAL,10601.0,B-Regular,24.0,340.00416666666666,1248.5109999999995
MODERNO,CI,2021001,CEREAL,10700.0,C-Regular,104.0,29.99807692307693,0.0
MODERNO,CI,2021001,CEREAL,10707.0,C-Regular,104.0,35.00096153846154,0.0
MODERNO,CI,2021001,CEREAL,10713.0,B-Regular,12.0,310.8250000000001,8343.85
MODERNO,CI,2021001,CEREAL,10837.0,C-Regular,52.0,159.99615384615387,898.5469999999998
MODERNO,CI,2021001,CEREAL,10838.0,C-Regular,36.0,349.9972222222222,5014.8
MODERNO,CI,2021001,CEREAL,20002.0,B-Regular,21.0,490.00952380952384,7367.854
MODERNO,CI,2021001,CEREAL,20003.0,C-Regular,28.0,285.00357142857143,2003.019
MODERNO,CI,2021001,CEREAL,20015.0,C-Regular,24.0,330.0083333333333,1805.821
MODERNO,CI,2021001,CEREAL,20016.0,B-Regular,24.0,569.9958333333334,9316.098
MODERNO,CI,2021001,CEREAL,20031.0,C-Regular,28.0,464.9964285714285,351.54199999999986
MODERNO,CI,2021001,CEREAL,20043.0,B-Regular,20.0,775.01,6293.132
MODERNO,CI,2021001,CEREAL,20045.0,A,10.0,529.98,86664.97799999999
MODERNO,CI,2021001,CEREAL,20073.0,A,21.0,299.9952380952381,8429.405999999999
MODERNO,CI,2021001,CEREAL,20076.0,A,21.0,420.0047619047619,26416.473
MODERNO,CI,2021001,CEREAL,20085.0,C-Regular,24.0,309.9916666666667,1421.0219999999995
MODERNO,CI,2021001,CEREAL,20089.0,B-Regular,24.0,370.00000000000006,12654.095
MODERNO,CI,2021001,CEREAL,20094.0,X,24.0,260.00416666666666,0.0
MODERNO,CI,2021001,CEREAL,20111.0,C-Regular,24.0,424.9958333333333,1234.203
MODERNO,CI,2021001,CEREAL,20112.0,C-Regular,24.0,409.99166666666673,974.147
MODERNO,CI,2021001,CEREAL,20135.0,C-Regular,24.0,340.00416666666666,3843.459
MODERNO,CI,2021001,CEREAL,20138.0,C-Regular,24.0,399.99166666666673,2534.387
MODERNO,CI,2021001,CEREAL,20141.0,C-Regular,21.0,559.9904761904761,4539.337
MODERNO,CI,2021001,CEREAL,20156.0,A,27.0,585.0,23047.415
MODERNO,CI,2021001,CEREAL,20177.0,C-Regular,24.0,379.9958333333333,1295.0410000000002
MODERNO,CI,2021001,CEREAL,20185.0,C-Regular,24.0,309.9916666666667,3139.636
MODERNO,CI,2021001,OTHERS,10820.0,A,27.0,253.00370370370374,150.284
MODERNO,CI,2021001,OTHERS,10821.0,A,27.0,253.00370370370374,307.403
MODERNO,CI,2021001,SALTY,80000.0,A,14.0,136.9857142857143,1013.7739999999999
MODERNO,CI,2021001,SALTY,80007.0,A,14.0,136.9857142857143,730.822
MODERNO,CI,2021001,SALTY,80014.0,A,14.0,136.51785714285714,837.7899999999997
MODERNO,CI,2021001,SALTY,80024.0,A,12.0,37.00833333333333,613.7049999999998
MODERNO,CI,2021001,SALTY,80025.0,B-Regular,12.0,39.99166666666667,0.0
MODERNO,CI,2021001,SALTY,80026.0,A,12.0,39.99166666666667,632.515
MODERNO,CI,2021001,SALTY,80031.0,A,12.0,67.01666666666667,292.73900000000003
MODERNO,CI,2021001,SALTY,80032.0,A,12.0,70.98333333333333,162.70299999999997
MODERNO,CI,2021001,SALTY,80033.0,A,12.0,70.98333333333333,76.66599999999998
MODERNO,CI,2021001,SALTY,80055.0,B-Regular,100.0,136.9875,0.0
MODERNO,CI,2021001,SALTY,80057.0,C-Regular,8.0,111.975,0.0
MODERNO,CI,2021001,SALTY,80092.0,X,14.0,208.9307692307692,0.0
MODERNO,CI,2021001,SALTY,80093.0,X,14.0,202.85,0.0
MODERNO,CI,2021001,SALTY,80094.0,X,14.0,202.85,0.0
MODERNO,CI,2021001,W SNACKS,11838.0,A,12.0,384.0,414.72400000000016
MODERNO,CI,2021001,W SNACKS,11847.0,A,12.0,384.0,617.4809999999999
MODERNO,CI,2021001,W SNACKS,11853.0,A,12.0,384.0,410.11700000000013
MODERNO,CI,2021001,W SNACKS,11916.0,A,12.0,384.0,423.944
MODERNO,CI,2021001,W SNACKS,12132.0,A,12.0,384.0,313.3490000000001
MODERNO,CI,2021001,W SNACKS,12133.0,A,12.0,384.0,423.94100000000014
MODERNO,CI,2021001,W SNACKS,60000.0,A,240.0,19.0,583.68
MODERNO,CI,2021001,W SNACKS,60015.0,A,140.0,71.99875000000002,820.8169999999999
MODERNO,CI,2021001,W SNACKS,60020.0,C-Regular,48.0,36.99583333333333,213.099
MODERNO,CI,2021001,W SNACKS,60024.0,B-Regular,12.0,221.99166666666667,348.983
MODERNO,CI,2021001,W SNACKS,60035.0,B-Regular,72.0,36.99861111111111,362.30300000000005
MODERNO,CI,2021001,W SNACKS,60039.0,B-Regular,240.0,20.999583333333334,493.916
MODERNO,CI,2021001,W SNACKS,60057.0,B-Regular,60.0,20.003333333333327,254.443
MODERNO,CI,2021001,W SNACKS,60058.0,C-Regular,60.0,20.003333333333327,236.443
MODERNO,CI,2021001,W SNACKS,60059.0,A,80.0,49.498333333333335,831.581
MODERNO,CI,2021001,W SNACKS,60063.0,C-Regular,12.0,110.0,47.52
MODERNO,CI,2021001,W SNACKS,60065.0,B-Regular,12.0,110.0,191.395
MODERNO,CI,2021001,W SNACKS,65000.0,A,120.0,39.99916666666667,969.5929999999997
MODERNO,CI,2021001,W SNACKS,65002.0,A,120.0,37.00166666666667,994.6179999999997
MODERNO,CI,2021001,W SNACKS,65004.0,A,120.0,37.00166666666667,697.1189999999998
MODERNO,CI,2021001,W SNACKS,65005.0,A,120.0,39.99916666666667,772.799
MODERNO,CI,2021001,W SNACKS,65006.0,A,60.0,32.99833333333333,730.5999999999998
MODERNO,CI,2021001,W SNACKS,65007.0,A,60.0,32.99833333333333,892.9570000000001
MODERNO,CI,2021001,W SNACKS,65008.0,C-Regular,86.0,23.034434523809523,95.39200000000001
MODERNO,CI,2021001,W SNACKS,65013.0,A,240.0,24.000833333333336,915.875
MODERNO,CI,2021001,W SNACKS,65016.0,A,84.0,21.99861111111111,535.382
MODERNO,CI,2021001,W SNACKS,65018.0,A,78.0,91.99652777777779,644.215
MODERNO,CI,2021001,W SNACKS,65020.0,A,12.0,107.99166666666666,620.749
MODERNO,CI,2021001,W SNACKS,65021.0,A,12.0,107.99166666666666,513.189
MODERNO,CI,2021001,W SNACKS,65022.0,C-Regular,60.0,40.0,254.40099999999998
MODERNO,CI,2021001,W SNACKS,65080.0,C-Regular,60.0,25.99833333333333,645.807
MODERNO,CI,2021001,W SNACKS,65081.0,B-Regular,60.0,25.99833333333333,645.8069999999999
MODERNO,CI,2021002,CEREAL,10012.0,B-Regular,24.0,299.99583333333334,9755.925
MODERNO,CI,2021002,CEREAL,10015.0,A,21.0,490.00952380952384,18172.671
MODERNO,CI,2021002,CEREAL,10018.0,A,16.0,710.0125,173222.36700000006
MODERNO,CI,2021002,CEREAL,10068.0,C-Regular,21.0,299.9952380952381,0.0
MODERNO,CI,2021002,CEREAL,10214.0,B-Regular,28.0,290.00714285714287,7381.349
MODERNO,CI,2021002,CEREAL,10218.0,A,24.0,620.0041666666667,41233.125
MODERNO,CI,2021002,CEREAL,10233.0,A,21.0,450.00476190476195,9176.186
MODERNO,CI,2021002,CEREAL,10250.0,B-Regular,24.0,469.9958333333333,7095.134
MODERNO,CI,2021002,CEREAL,10302.0,B-Regular,28.0,260.0071428571428,4106.049999999998
MODERNO,CI,2021002,CEREAL,10304.0,A,24.0,700.0083333333333,15271.491000000002
MODERNO,CI,2021002,CEREAL,10408.0,A,24.0,489.99166666666673,11230.749
MODERNO,CI,2021002,CEREAL,10509.0,A,24.0,409.99166666666673,24294.658
MODERNO,CI,2021002,CEREAL,10601.0,B-Regular,24.0,340.00416666666666,8731.429
MODERNO,CI,2021002,CEREAL,10700.0,C-Regular,104.0,29.99807692307693,0.0
MODERNO,CI,2021002,CEREAL,10707.0,C-Regular,104.0,35.00096153846154,0.0
MODERNO,CI,2021002,CEREAL,10713.0,B-Regular,12.0,310.8250000000001,10917.498
MODERNO,CI,2021002,CEREAL,10837.0,C-Regular,52.0,159.99615384615387,648.9669999999999
MODERNO,CI,2021002,CEREAL,10838.0,C-Regular,36.0,349.9972222222222,4195.812000000001
MODERNO,CI,2021002,CEREAL,20002.0,B-Regular,21.0,490.00952380952384,6791.5869999999995
MODERNO,CI,2021002,CEREAL,20003.0,C-Regular,28.0,285.00357142857143,2178.576
MODERNO,CI,2021002,CEREAL,20015.0,C-Regular,24.0,330.0083333333333,1948.375
MODERNO,CI,2021002,CEREAL,20016.0,B-Regular,24.0,569.9958333333334,7072.571
MODERNO,CI,2021002,CEREAL,20031.0,C-Regular,28.0,464.9964285714285,260.408
MODERNO,CI,2021002,CEREAL,20043.0,B-Regular,20.0,775.01,9641.201
MODERNO,CI,2021002,CEREAL,20045.0,A,13.0,514.99,87512.98799999997
MODERNO,CI,2021002,CEREAL,20073.0,A,21.0,299.9952380952381,18402.32
MODERNO,CI,2021002,CEREAL,20076.0,A,21.0,420.0047619047619,29141.896
MODERNO,CI,2021002,CEREAL,20085.0,C-Regular,24.0,309.9916666666667,2909.002
MODERNO,CI,2021002,CEREAL,20089.0,B-Regular,24.0,370.00000000000006,3241.2190000000014
MODERNO,CI,2021002,CEREAL,20094.0,X,24.0,260.00416666666666,0.0
MODERNO,CI,2021002,CEREAL,20111.0,C-Regular,24.0,424.9958333333333,3294.612
MODERNO,CI,2021002,CEREAL,20112.0,C-Regular,24.0,409.99166666666673,5667.764
MODERNO,CI,2021002,CEREAL,20135.0,C-Regular,24.0,340.00416666666666,6715.853000000001
MODERNO,CI,2021002,CEREAL,20138.0,C-Regular,24.0,399.99166666666673,8227.136
MODERNO,CI,2021002,CEREAL,20141.0,C-Regular,21.0,559.9904761904761,5433.097999999999
MODERNO,CI,2021002,CEREAL,20156.0,A,27.0,585.0,22585.418
MODERNO,CI,2021002,CEREAL,20177.0,C-Regular,24.0,379.9958333333333,2772.4629999999997
MODERNO,CI,2021002,CEREAL,20185.0,C-Regular,24.0,309.9916666666667,0.0
MODERNO,CI,2021002,OTHERS,10820.0,A,27.0,253.00370370370374,198.105
MODERNO,CI,2021002,OTHERS,10821.0,A,27.0,253.00370370370374,307.40300000000013
MODERNO,CI,2021002,SALTY,80000.0,A,14.0,136.9857142857143,1013.7699999999996
MODERNO,CI,2021002,SALTY,80007.0,A,14.0,136.9857142857143,1020.718
MODERNO,CI,2021002,SALTY,80014.0,A,14.0,136.51785714285714,907.171
MODERNO,CI,2021002,SALTY,80024.0,A,12.0,37.00833333333333,537.762
MODERNO,CI,2021002,SALTY,80025.0,B-Regular,12.0,39.99166666666667,0.0
MODERNO,CI,2021002,SALTY,80026.0,A,12.0,39.99166666666667,548.524
MODERNO,CI,2021002,SALTY,80031.0,A,12.0,67.01666666666667,338.575
MODERNO,CI,2021002,SALTY,80032.0,A,12.0,70.98333333333333,363.741
MODERNO,CI,2021002,SALTY,80033.0,A,12.0,70.98333333333333,323.702
MODERNO,CI,2021002,SALTY,80055.0,B-Regular,100.0,136.9875,0.0
MODERNO,CI,2021002,SALTY,80057.0,C-Regular,8.0,111.975,0.0
MODERNO,CI,2021002,SALTY,80092.0,X,14.0,208.9307692307692,0.0
MODERNO,CI,2021002,SALTY,80093.0,X,14.0,202.85,0.0
MODERNO,CI,2021002,SALTY,80094.0,X,14.0,202.85,0.0
MODERNO,CI,2021002,W SNACKS,11838.0,A,12.0,384.0,354.8160000000001
MODERNO,CI,2021002,W SNACKS,11847.0,A,12.0,384.0,451.583
MODERNO,CI,2021002,W SNACKS,11853.0,A,12.0,384.0,336.3810000000001
MODERNO,CI,2021002,W SNACKS,11916.0,A,12.0,384.0,304.12400000000014
MODERNO,CI,2021002,W SNACKS,12132.0,A,12.0,384.0,350.20400000000006
MODERNO,CI,2021002,W SNACKS,12133.0,A,12.0,384.0,387.064
MODERNO,CI,2021002,W SNACKS,60000.0,A,240.0,19.0,825.36
MODERNO,CI,2021002,W SNACKS,60015.0,A,140.0,71.99875000000002,630.7349999999999
MODERNO,CI,2021002,W SNACKS,60020.0,C-Regular,48.0,36.99583333333333,49.71
MODERNO,CI,2021002,W SNACKS,60024.0,B-Regular,12.0,221.99166666666667,325.002
MODERNO,CI,2021002,W SNACKS,60035.0,B-Regular,72.0,36.99861111111111,253.079
MODERNO,CI,2021002,W SNACKS,60039.0,B-Regular,240.0,20.999583333333334,448.562
MODERNO,CI,2021002,W SNACKS,60057.0,B-Regular,60.0,20.003333333333327,238.83000000000004
MODERNO,CI,2021002,W SNACKS,60058.0,C-Regular,60.0,20.003333333333327,207.632
MODERNO,CI,2021002,W SNACKS,60059.0,A,80.0,49.498333333333335,142.55600000000004
MODERNO,CI,2021002,W SNACKS,60063.0,C-Regular,12.0,110.0,205.915
MODERNO,CI,2021002,W SNACKS,60065.0,B-Regular,12.0,110.0,266.63400000000007
MODERNO,CI,2021002,W SNACKS,65000.0,A,120.0,39.99916666666667,859.198
MODERNO,CI,2021002,W SNACKS,65002.0,A,120.0,37.00166666666667,697.1139999999999
MODERNO,CI,2021002,W SNACKS,65004.0,A,120.0,37.00166666666667,732.6270000000002
MODERNO,CI,2021002,W SNACKS,65005.0,A,120.0,39.99916666666667,777.5999999999998
MODERNO,CI,2021002,W SNACKS,65006.0,A,60.0,32.99833333333333,413.796
MODERNO,CI,2021002,W SNACKS,65007.0,A,60.0,32.99833333333333,441.512
MODERNO,CI,2021002,W SNACKS,65008.0,C-Regular,112.0,16.070535714285715,374.37199999999996
